"Qtype","item","Position","Length","sentence","질문","답변","reading"
"Q1",738,"Subject","LFN","모든 직원이 가방을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 직원이 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 직원이 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","B","inverse"
"Q1",742,"Subject","LFN","모든 직원이 의자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 직원이 10명 있었는데 그 중에 0명이 의자를 판 것이다.
B: 즉, 직원이 10명 있었는데 그 중에 5명이 의자를 판 것이다.
답변:","B","inverse"
"Q1",786,"Subject","LFN","모든 참가자가 가방을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 참가자가 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 참가자가 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","B","inverse"
"Q1",788,"Subject","LFN","모든 참가자가 신발을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 참가자가 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 참가자가 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","B","inverse"
"Q1",830,"Subject","LFN","모든 친구가 옷을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 옷을 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 옷을 판 것이다.
답변:","B","inverse"
"Q1",832,"Subject","LFN","모든 친구가 지우개를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 지우개를 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 지우개를 판 것이다.
답변:","B","inverse"
"Q1",834,"Subject","LFN","모든 친구가 가방을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","B","inverse"
"Q1",836,"Subject","LFN","모든 친구가 신발을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","B","inverse"
"Q1",838,"Subject","LFN","모든 친구가 의자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 의자를 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 의자를 판 것이다.
답변:","B","inverse"
"Q1",840,"Subject","LFN","모든 친구가 상자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","B","inverse"
"Q1",848,"Subject","LFN","모든 친구가 콜라를 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 친구가 10명 있었는데 그 중에 0명이 콜라를 버린 것이다.
B: 즉, 친구가 10명 있었는데 그 중에 5명이 콜라를 버린 것이다.
답변:","B","inverse"
"Q1",932,"Subject","LFN","모든 후배가 신발을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 후배가 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 후배가 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","B","inverse"
"Q1",936,"Subject","LFN","모든 후배가 상자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 후배가 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 후배가 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","B","inverse"
"Q1",429,"Object","SFN","손님이 모든 라면을 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 라면이 10개 있었는데 손님이 그 중에 0개 버린 것이다.
B: 즉, 라면이 10개 있었는데 손님이 그 중에 5개 버린 것이다.
답변:","B","inverse"
"Q2",102,"Object","LFN","동료가 모든 옷을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 동료가 그 중에 5벌 산 것이다.
B: 즉, 옷이 10벌 있었는데 동료가 그 중에 0벌 산 것이다.
답변:","A","inverse"
"Q2",108,"Object","LFN","직원이 모든 옷을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 직원이 그 중에 5벌 산 것이다.
B: 즉, 옷이 10벌 있었는데 직원이 그 중에 0벌 산 것이다.
답변:","A","inverse"
"Q2",110,"Object","LFN","손님이 모든 옷을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 손님이 그 중에 5벌 산 것이다.
B: 즉, 옷이 10벌 있었는데 손님이 그 중에 0벌 산 것이다.
답변:","A","inverse"
"Q2",112,"Object","LFN","고객이 모든 옷을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 고객이 그 중에 5벌 산 것이다.
B: 즉, 옷이 10벌 있었는데 고객이 그 중에 0벌 산 것이다.
답변:","A","inverse"
"Q2",118,"Object","LFN","학생이 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 학생이 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 학생이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",120,"Object","LFN","선생님이 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 선생님이 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 선생님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",121,"Object","SFN","동료가 모든 지우개를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",122,"Object","LFN","동료가 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",124,"Object","LFN","선배가 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 선배가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 선배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",126,"Object","LFN","후배가 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 후배가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 후배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",128,"Object","LFN","직원이 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 직원이 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 직원이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",130,"Object","LFN","손님이 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 손님이 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 손님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",132,"Object","LFN","고객이 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 고객이 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 고객이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",134,"Object","LFN","참가자가 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 참가자가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 참가자가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",136,"Object","LFN","친구가 모든 지우개를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 친구가 그 중에 5개 산 것이다.
B: 즉, 지우개가 10개 있었는데 친구가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",138,"Object","LFN","학생이 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 학생이 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 학생이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",140,"Object","LFN","선생님이 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 선생님이 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 선생님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",142,"Object","LFN","동료가 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",150,"Object","LFN","손님이 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 손님이 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 손님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",152,"Object","LFN","고객이 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 고객이 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 고객이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",156,"Object","LFN","친구가 모든 가방을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 가방이 10개 있었는데 친구가 그 중에 5개 산 것이다.
B: 즉, 가방이 10개 있었는데 친구가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",162,"Object","LFN","동료가 모든 신발을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 신발이 10켤레 있었는데 동료가 그 중에 5켤레 산 것이다.
B: 즉, 신발이 10켤레 있었는데 동료가 그 중에 0켤레 산 것이다.
답변:","A","inverse"
"Q2",168,"Object","LFN","직원이 모든 신발을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 신발이 10켤레 있었는데 직원이 그 중에 5켤레 산 것이다.
B: 즉, 신발이 10켤레 있었는데 직원이 그 중에 0켤레 산 것이다.
답변:","A","inverse"
"Q2",170,"Object","LFN","손님이 모든 신발을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 신발이 10켤레 있었는데 손님이 그 중에 5켤레 산 것이다.
B: 즉, 신발이 10켤레 있었는데 손님이 그 중에 0켤레 산 것이다.
답변:","A","inverse"
"Q2",172,"Object","LFN","고객이 모든 신발을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 신발이 10켤레 있었는데 고객이 그 중에 5켤레 산 것이다.
B: 즉, 신발이 10켤레 있었는데 고객이 그 중에 0켤레 산 것이다.
답변:","A","inverse"
"Q2",176,"Object","LFN","친구가 모든 신발을 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 신발이 10켤레 있었는데 친구가 그 중에 5켤레 산 것이다.
B: 즉, 신발이 10켤레 있었는데 친구가 그 중에 0켤레 산 것이다.
답변:","A","inverse"
"Q2",178,"Object","LFN","학생이 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 학생이 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 학생이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",181,"Object","SFN","동료가 모든 의자를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",182,"Object","LFN","동료가 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",184,"Object","LFN","선배가 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 선배가 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 선배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",186,"Object","LFN","후배가 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 후배가 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 후배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",188,"Object","LFN","직원이 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 직원이 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 직원이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",190,"Object","LFN","손님이 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 손님이 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 손님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",192,"Object","LFN","고객이 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 고객이 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 고객이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",196,"Object","LFN","친구가 모든 의자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 의자가 10개 있었는데 친구가 그 중에 5개 산 것이다.
B: 즉, 의자가 10개 있었는데 친구가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",198,"Object","LFN","학생이 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 학생이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 학생이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",200,"Object","LFN","선생님이 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 선생님이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 선생님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",201,"Object","SFN","동료가 모든 상자를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 동료가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 동료가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",204,"Object","LFN","선배가 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 선배가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 선배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",206,"Object","LFN","후배가 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 후배가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 후배가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",207,"Object","SFN","직원이 모든 상자를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 직원이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 직원이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",208,"Object","LFN","직원이 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 직원이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 직원이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",210,"Object","LFN","손님이 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 손님이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 손님이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",211,"Object","SFN","고객이 모든 상자를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 고객이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 고객이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",212,"Object","LFN","고객이 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 고객이 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 고객이 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",213,"Object","SFN","참가자가 모든 상자를 안 샀다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 참가자가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 참가자가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",214,"Object","LFN","참가자가 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 참가자가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 참가자가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",216,"Object","LFN","친구가 모든 상자를 사지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 상자가 10개 있었는데 친구가 그 중에 5개 산 것이다.
B: 즉, 상자가 10개 있었는데 친구가 그 중에 0개 산 것이다.
답변:","A","inverse"
"Q2",218,"Object","LFN","학생이 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 학생이 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 학생이 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",222,"Object","LFN","동료가 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 동료가 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 동료가 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",224,"Object","LFN","선배가 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 선배가 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 선배가 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",226,"Object","LFN","후배가 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 후배가 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 후배가 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",228,"Object","LFN","직원이 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 직원이 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 직원이 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",230,"Object","LFN","손님이 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 손님이 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 손님이 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",234,"Object","LFN","참가자가 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 참가자가 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 참가자가 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",236,"Object","LFN","친구가 모든 옷을 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 옷이 10벌 있었는데 친구가 그 중에 5벌 판 것이다.
B: 즉, 옷이 10벌 있었는데 친구가 그 중에 0벌 판 것이다.
답변:","A","inverse"
"Q2",238,"Object","LFN","학생이 모든 지우개를 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 학생이 그 중에 5개 판 것이다.
B: 즉, 지우개가 10개 있었는데 학생이 그 중에 0개 판 것이다.
답변:","A","inverse"
"Q2",240,"Object","LFN","선생님이 모든 지우개를 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 선생님이 그 중에 5개 판 것이다.
B: 즉, 지우개가 10개 있었는데 선생님이 그 중에 0개 판 것이다.
답변:","A","inverse"
"Q2",241,"Object","SFN","동료가 모든 지우개를 안 팔았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 동료가 그 중에 5개 판 것이다.
B: 즉, 지우개가 10개 있었는데 동료가 그 중에 0개 판 것이다.
답변:","A","inverse"
"Q2",242,"Object","LFN","동료가 모든 지우개를 팔지 않았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 동료가 그 중에 5개 판 것이다.
B: 즉, 지우개가 10개 있었는데 동료가 그 중에 0개 판 것이다.
답변:","A","inverse"
"Q2",243,"Object","SFN","선배가 모든 지우개를 안 팔았다.","[질문2] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 지우개가 10개 있었는데 선배가 그 중에 5개 판 것이다.
B: 즉, 지우개가 10개 있었는데 선배가 그 중에 0개 판 것이다.
답변:","A","inverse"
